"titles";"years";"odometer";"vehicle_type";"engine";"gearbox";"prices"
"ToyotaBBS2006";"2006";75146;" Hatchback";" 1300cc petrol engine";" automatic";7200
"ToyotaHiaceDXGL.Was$28985now$279852010";"2010";128350;" Van";" 3000cc diesel engine";" automatic";27985
"ToyotaCorollaAXIOG2007";"2007";49556;" Sedan";" 1500cc petrol engine";" automatic";11469
"ToyotaVellfireHYBRIDZRGEDITION2016";"2016";1033;" Van";" 2400cc petrol engine";" automatic";93575
"ToyotaHighlanderGXL3.5L7Seater2016";"2016";3462;" RV/SUV";" 3456cc petrol engine";" automatic";56495
"ToyotaHiluxSR54WD3.0TD2013";"2013";51113;" Ute";" 2982cc diesel engine";" automatic";39995
"ToyotaVitz2005";"2005";75156;" Hatchback";" 1300cc petrol engine";" automatic";6995
"ToyotaHiace10SEATERAAAPPRAISED2005";"2005";187046;" Van";" 2700cc petrol engine";" automatic";22995
"ToyotaHiaceDXGLPackage.Was$24985now...2008";"2008";144535;" Van";" 3000cc diesel engine";" automatic";23985
"ToyotaHiluxSR52WDAutomatic2016";"2016";5046;" Ute";" 2755cc diesel engine";" automatic";45495
"ToyotaCynosNewWOF1995";"1995";203405;" Hatchback";" 1330cc petrol engine";" automatic";2000
"ToyotaHarrier350G.Was$16985now$159852006";"2006";94300;" RV/SUV";" 3500cc petrol engine";" automatic";15985
"ToyotaCorollaZRLevinHatch,1.8L2016";"2016";16581;" Hatchback";" 1798cc petrol engine";" automatic";29995
"ToyotaHiace***DXGLPkg***DieselManual2011";"2011";135914;" Van";" 2980cc diesel engine";" manual";27995
"ToyotaHighlanderAWDLimited,3.5LPetrol2015";"2015";17983;" RV/SUV";" 3456cc petrol engine";" automatic";61995
"ToyotaHiaceZXRWD3.0TDVan/54A-12Se...2012";"2012";56292;" Van";" 2982cc diesel engine";" automatic";43995
"ToyotaCaldinaZLEDITION1.8L2007";"2007";52660;" Station Wagon";" 1794cc petrol engine";" automatic";12480
"ToyotaHiaceDX*DIESELTURBO*.Was$26985...2011";"2011";142419;" Van";" 3000cc diesel engine";" automatic";25985
"ToyotaHiace6SeaterDX.Was$26985now$...2013";"2013";87222;" Van";" 2000cc petrol engine";" automatic";25985
"ToyotaCrownRoyalSaloon**PushStars**2005";"2005";141000;" Sedan";" 2500cc petrol engine";" automatic";12000
"ToyotaPriusLatemodelW2011";"2011";66990;" Hatchback";" 1500cc hybrid engine";" automatic";11900
"ToyotaCorollaFIELDER1.5XGEDITION2007";"2007";90143;" Station Wagon";" 1500cc petrol engine";" automatic";10995
"ToyotaVitz1.3LPetrolHatchback2006";"2006";56776;" Hatchback";" 1329cc petrol engine";" automatic";8888
"ToyotaCorollaRUNXXAeroTourer2005";"2005";81910;" Hatchback";" 1500cc petrol engine";" automatic";8999
"ToyotaRactis-from$30.04weekly-Napie...2006";"2006";123075;" Hatchback";" 1500cc petrol engine";" automatic";4979
"ToyotaCorollaFielderWGX2005";"2005";117439;" Station Wagon";" 1500cc petrol engine";" automatic";8995
"ToyotaMark-X250GHIGHLINEMODELSPECIAL!!!2005";"2005";66241;" Sedan";" 2500cc petrol engine";" automatic";8995
"ToyotaPremioXLPACKAGE2006";"2006";24596;" Sedan";" 1800cc petrol engine";" automatic";9914
"ToyotaHiaceHiRoofPetrol2011";"2011";89000;" Van";" 2000cc petrol engine";" automatic";24990
"ToyotaWishXEPACKAGE2005";"2005";108655;" Station Wagon";" 1800cc petrol engine";" automatic";6990
"ToyotaAvensisMultiAirBags2007";"2007";60182;" Sedan";" 2400cc petrol engine";" tiptronic";7985
"ToyotaWishXAeroSportsPack2007";"2007";83440;" Van";" 1800cc petrol engine";" automatic";10995
"ToyotaPriusSwith1YRWARRANTY2009";"2009";65090;" Sedan";" 1800cc petrol engine";" automatic";17921
"ToyotaCaldina1997";"1997";232000;" Station Wagon";" 2000cc petrol engine";" manual";2985
"ToyotaEstimaAeras*CLEARANCESALENOWON*2005";"2005";110000;" Van";" 2400cc petrol engine";" automatic";9985
"ToyotaWish*CLEARANCESALENOWON*2005";"2005";111000;" Station Wagon";" 1800cc petrol engine";" automatic";7985
"ToyotaHiaceRegiusAce2.0Petrol6Seater2016";"2016";NA;" 2000cc petrol engine";" manual";NA;36990
"ToyotaAvensisXINEWSHAPE2011";"2011";99420;" Station Wagon";" 2000cc petrol engine";" automatic";15955
"ToyotaCaldinaZT2005";"2005";53570;" Station Wagon";" 1998cc petrol engine";" automatic";13995
"ToyotaIst2005";"2005";99126;" Hatchback";" 1300cc petrol engine";" automatic";6995
"ToyotaCorolla1.8Hatch2013";"2013";42009;" Hatchback";" 1798cc petrol engine";" automatic";17995
"ToyotaBlade2.4G2007";"2007";43188;" Hatchback";" 2400cc petrol engine";" automatic";11499
"ToyotaFunCargo2004";"2004";99279;" Hatchback";" 1298cc petrol engine";" automatic";5999
"ToyotaIst2005";"2005";85625;" Hatchback";" 1300cc petrol engine";" automatic";6995
"ToyotaCorollaFielderAero*CLEARANCESAL...2007";"2007";91000;" Station Wagon";" 1800cc petrol engine";" automatic";11988
"ToyotaHighlander3.5GXL2015";"2015";33000;" RV/SUV";" 3456cc petrol engine";" automatic";46995
"ToyotaVoxyZ-Aero*CLEARANCESALENOWON*2005";"2005";111600;" Van";" 2000cc petrol engine";" automatic";9985
"ToyotaVitz1.5L2005";"2005";117530;" Hatchback";" 1500cc petrol engine";" automatic";7975
"ToyotaBladeMASTER3.5Ltr2007";"2007";110376;" Hatchback";" 3500cc petrol engine";" automatic";12995
"ToyotaCorollaSPACIOXEXTRASELECTION2005";"2005";57608;" Hatchback";" 1500cc petrol engine";" automatic";7890
"ToyotaHiluxSR4WD2010";"2010";47000;" Ute";" 3000cc diesel engine";" manual";34990
"ToyotaMark-X4D250G2005";"2005";63100;" Sedan";" 2500cc petrol engine";" automatic";8200
"ToyotaRAV4G2006";"2006";70461;" RV/SUV";" 2360cc petrol engine";" automatic";16995
"ToyotaAuris/Corolla180GSLowKm2007";"2007";49200;" Hatchback";" 1800cc petrol engine";" automatic";10950
"ToyotaHighlanderLimited3.54WD2016";"2016";12887;" RV/SUV";" 3456cc petrol engine";" automatic";62995
"ToyotaHiaceFreezer-5Degrees.Was$2998...2009";"2009";115341;" Van";" 2000cc petrol engine";" automatic";26985
"ToyotaHiaceDX2012";"2012";74326;" Van";" 1990cc petrol engine";" automatic";22980
"ToyotaAurion3.5LFULLLEATHEREDITION2011";"2011";61700;" Sedan";" 3500cc petrol engine";" automatic";15990
"ToyotaBladeStandard2007";"2007";35434;" Hatchback";" 2360cc petrol engine";" automatic";12990
"ToyotaEstimaLX-Ltd2005";"2005";99254;" Van";" 2400cc petrol engine";" automatic";10997
"ToyotaHiaceDX*ONSPECIAL*.Was$28985n...2012";"2012";129425;" Van";" 3000cc diesel engine";" automatic";27985
"ToyotaHiaceJumboVan2013";"2013";57237;" Van";" 3000cc diesel engine";" automatic";39950
"ToyotaEstima8SEATER2006";"2006";121778;" Station Wagon";" 2400cc petrol engine";" automatic";12955
"ToyotaVitzFCREAMCOLLECTION2005";"2005";48402;" Hatchback";" 1000cc petrol engine";" automatic";8546
"ToyotaHiaceDXGL.Was$23985now$219852010";"2010";106579;" Van";" 2000cc petrol engine";" automatic";21985
"ToyotaAllionLarger2000ccEngine2006";"2006";50170;" Sedan";" 1990cc petrol engine";" automatic";9999
"ToyotaPriusL2009";"2009";55911;" Hatchback";" 1800cc petrol engine";" automatic";13988
"ToyotaBladeLOWKM's2008";"2008";34943;" Hatchback";" 2360cc petrol engine";" automatic";14999
"ToyotaAuris150X2010";"2010";53547;" Hatchback";" 1490cc petrol engine";" automatic";11990
"ToyotaMark-X2006";"2006";79200;" Sedan";" 2500cc petrol engine";" automatic";9700
"ToyotaHighlanderAWDGXLWagon,3.5L2015";"2015";19822;" RV/SUV";" 3456cc petrol engine";" automatic";51995
"ToyotaMarkIIMARKXZIO240F7SEATS!2009";"2009";102773;" Van";" 2400cc petrol engine";" automatic";11988
"ToyotaCorollaRUNXNoDepositFinance2005";"2005";71000;" Hatchback";" 1490cc petrol engine";" automatic";6990
"ToyotaCaldinaGT-FOUR4WDTURBO2005";"2005";129065;" Station Wagon";" 2000cc petrol engine";" automatic";11955
"ToyotaSientaNoDepositFinance2005";"2005";81000;" Hatchback";" 1490cc petrol engine";" automatic";4990
"ToyotaEstima1YrN/WideWarranty2006";"2006";82815;" Van";" 2400cc petrol engine";" automatic";16670
"ToyotaPriusNewShape$89PW2009";"2009";139000;" Hatchback";" 1800cc petrol engine";" automatic";9595
"ToyotaAurisXMPACKAGE2009";"2009";22390;" Hatchback";" 1495cc petrol engine";" automatic";13990
"ToyotaPasso2004";"2004";67062;" Hatchback";" 996cc petrol engine";" automatic";5995
"ToyotaCorollaFIELDER1.8SAEROTOURER2007";"2007";89170;" Station Wagon";" 1800cc petrol engine";" automatic";10988
"ToyotaCaldinaX2007";"2007";71720;" Station Wagon";" 1800cc petrol engine";" automatic";9990
"ToyotaRushG.Was$14985now$139852006";"2006";39461;" RV/SUV";" 1500cc petrol engine";" automatic";13985
"ToyotaCaldinaS/WZT.Was$15985now$149852005";"2005";27910;" Station Wagon";" 2000cc petrol engine";" automatic";14985
"ToyotaHiluxSurfSSR-XActivPG/Timingbe...1996";"1996";94000;" RV/SUV";" 3000cc diesel engine";" automatic";14990
"ToyotaPriusS.Was$15985now$149852009";"2009";79317;" Sedan";" 1800cc petrol engine";" automatic";14985
"ToyotaAllexRunxNoDepositFinance2005";"2005";58000;" Hatchback";" 1500cc petrol engine";" automatic";7390
"ToyotaVitzHATCHBACK2007";"2007";47000;" Hatchback";" 1290cc petrol engine";" automatic";6999
"ToyotaVanguard1YrN/WideWarranty2011";"2011";101765;" RV/SUV";" 2400cc petrol engine";" automatic";22670
"ToyotaIstSpecialDeal2009";"2009";44850;" Hatchback";" 1490cc petrol engine";" automatic";11900
"ToyotaHarrier300GPremiumLPackage.Was...2005";"2005";78324;" RV/SUV";" 3000cc petrol engine";" automatic";15985
"ToyotaKluger3.0S7SEATER2004";"2004";76906;" RV/SUV";" 3000cc petrol engine";" automatic";10955
"ToyotaIst2004";"2004";56273;" Hatchback";" 1300cc petrol engine";" automatic";6995
"ToyotaCorollaFielder.LateModel2011";"2011";71170;" Station Wagon";" 1490cc petrol engine";" automatic";12999
"ToyotaPriusHYBRIDREVERSINGCAMERA2010";"2010";67395;" Hatchback";" 1800cc";" automatic";15495
"ToyotaHiaceDXLONGWorkmate2015";"2015";NA;" 2000cc petrol engine";" manual";NA;34997
"ToyotaVitz*CLEARANCESALENOWON*2005";"2005";74000;" Hatchback";" 1300cc petrol engine";" automatic";8988
"ToyotaPremio1.8LCOROLLAVVT-ICAMCHAIN...2005";"2005";24598;" Sedan";" 1800cc petrol engine";" automatic";7700
"ToyotaIsisPlatana2005";"2005";115952;" Station Wagon";" 2000cc petrol engine";" automatic";8850
"ToyotaAvensisLiNeoEdition2004";"2004";69893;" Sedan";" 2000cc petrol engine";" tiptronic";8990
"ToyotaVanguard240S4WDGSpecfrom$87pw2007";"2007";74800;" RV/SUV";" 2400cc petrol engine";" tiptronic";19875
"ToyotaCorollaFIELDERXAeroTourer2007";"2007";99775;" Station Wagon";" 1800cc petrol engine";" automatic";10999
"ToyotaRactis1YrN/WideWarranty2007";"2007";74704;" Hatchback";" 1500cc petrol engine";" automatic";7970
"ToyotaIstONSALE!!!GOODCARGOODPRICE!!!2004";"2004";59621;" Hatchback";" 1300cc petrol engine";" automatic";5900
"ToyotaHarrier240GLOWLOWKMS2005";"2005";70013;" RV/SUV";" petrol engine";" automatic";15999
"ToyotaBlade5D2007";"2007";113850;" Hatchback";" 2400cc petrol engine";" automatic";13997
"ToyotaIst2005";"2005";75000;" Hatchback";" 1300cc petrol engine";" automatic";6995
"ToyotaKlugerREDUCED*FINANCEMEAT9.95%2005";"2005";92149;" Station Wagon";" 2362cc petrol engine";" automatic";11990
"ToyotaCorollaFielderS/W1.5xAeroToure...2007";"2007";77638;" Station Wagon";" 1500cc petrol engine";" automatic";10985
"ToyotaVanguard4WD240SLOWLOWKMS2007";"2007";79677;" RV/SUV";" petrol engine";" automatic";19999
"ToyotaCorollaFielderSAerofrom$54pw2006";"2006";75200;" Station Wagon";" 1800cc petrol engine";" automatic";11875
"ToyotaFielderAeroTourer2013";"2013";6637;" Station Wagon";" 1800cc petrol engine";" automatic";19800
"ToyotaPrius2010";"2010";99300;" Hatchback";" 1800cc petrol engine";" automatic";12475
"ToyotaIst2005";"2005";72086;" Hatchback";" 1300cc petrol engine";" automatic";5995
"ToyotaCamryG*OWNMEFOR$52WK*2006";"2006";53300;" Sedan";" 2400cc petrol engine";" automatic";10979
"ToyotaMark-X2008";"2008";121911;" Station Wagon";" 2400cc petrol engine";" automatic";8990
"ToyotaHiaceLongWheelBase4WD2011";"2011";130934;" Van";" 3000cc diesel engine";" automatic";31997
"ToyotaHiluxSr5D/C4.0Petrol/4WDa2015";"2015";4193;" RV/SUV";" petrol engine";" automatic";51990
"ToyotaRAV4GOODKMSGREATBUYING2006";"2006";107000;" RV/SUV";" 2400cc petrol engine";" automatic";15995
"ToyotaHiace**LONGDXGLLowK's**2010";"2010";80100;" Van";" 2980cc diesel engine";" automatic";29995
"ToyotaAvensisS/WLi.Was$15985now$139852008";"2008";77990;" Station Wagon";" 2400cc petrol engine";" automatic";13985
"ToyotaIst180G2007";"2007";29282;" Hatchback";" 1800cc petrol engine";" automatic";13299
"ToyotaEstimaAerasGEdition.Was$16985...2006";"2006";102993;" Van";" 2400cc petrol engine";" automatic";14985
"ToyotaFielder1YrN/WideWarranty2007";"2007";114791;" Station Wagon";" 1800cc petrol engine";" automatic";9470
"ToyotaHiaceDXHighRoof.Was$25985now...2012";"2012";102734;" Van";" 2000cc petrol engine";" automatic";23985
"ToyotaRactis2006";"2006";89000;" Hatchback";" 1300cc petrol engine";" automatic";5500
"ToyotaCorollaX2004";"2004";37312;" Sedan";" 1500cc petrol engine";" automatic";8922
"ToyotaBlade2007";"2007";50000;" Hatchback";" 2400cc petrol engine";" automatic";11980
"ToyotaIst150G2007";"2007";69777;" Hatchback";" 1500cc petrol engine";" automatic";12999
"ToyotaLandCruiser70SERIES30THANNIVER...2014";"2014";1543;" Ute";" 4000cc petrol engine";" manual";53902
"ToyotaWish2005";"2005";90100;" Station Wagon";" 1800cc petrol engine";" automatic";5950
"ToyotaCorollaAxio.LateModel2010";"2010";76380;" Sedan";" 1496cc petrol engine";" automatic";10999
"ToyotaAuris5DOOR1.8LOWLOWKMS2006";"2006";78775;" Hatchback";" petrol engine";" automatic";12999
"ToyotaAlphard240S2014";"2014";10800;" Van";" 2400cc petrol engine";" automatic";49988
"ToyotaVellfireZ2015";"2015";2279;" Van";" 2500cc petrol engine";" automatic";62888
"ToyotaWishXS7Seats2005";"2005";70424;" Station Wagon";" 1800cc petrol engine";" automatic";7955
"ToyotaCorollaFIELDER1.8S2008";"2008";93807;" Station Wagon";" 1800cc petrol engine";" automatic";11995
"ToyotaEstimaAERAS8SEATS2006";"2006";93585;" Van";" 2400cc petrol engine";" automatic";12988
"ToyotaKlugerV3.0S4WD2004";"2004";76280;" RV/SUV";" 3000cc petrol engine";" automatic";11988
"ToyotaHiace**Diesel**Manual2004";"2004";150000;" Van";" 3000cc diesel engine";" manual";10000
"ToyotaEstimaAERAS2.4LITRE8SEATER2002";"2002";155000;" Van";" 2400cc petrol engine";" automatic";7995
"ToyotaAltezza1999";"1999";240000;" Sedan";" 2000cc petrol engine";" automatic";4995
"ToyotaVellfire2.4ZGOLDENEYES2013";"2013";31416;" Van";" 2400cc petrol engine";" automatic";49678
"ToyotaWishXED2004";"2004";90000;" Station Wagon";" 1800cc petrol engine";" automatic";5350
"ToyotaBlade2.4G5DoorHatchback2007";"2007";66360;" Hatchback";" 2400cc petrol engine";" automatic";10950
"ToyotaLandCruiser70SERIES30THANNIVER...2014";"2014";2401;" Ute";" 4000cc petrol engine";" manual";49747
"ToyotaLandCruiser9.95%p.a*Financeoffer2001";"2001";230124;" RV/SUV";" petrol engine";" automatic";22888
"ToyotaPlatz1.5F2004";"2004";21712;" Sedan";" 1500cc petrol engine";" manual";7990
"ToyotaCorollaFIELDER2013";"2013";37047;" Station Wagon";" 1500cc petrol engine";" automatic";22995
"ToyotaCorolla**NEWAXIO!LOWKM!REVER...2007";"2007";55665;" Sedan";" 1797cc petrol engine";" automatic";9999
"ToyotaAlphard*1OWNERREVERSECAMERA*.W...2004";"2004";115743;" Van";" 2400cc petrol engine";" automatic";9985
"ToyotaCorollaAxio2009";"2009";5000;" Sedan";" 1500cc petrol engine";" automatic";10975
"ToyotaRAV4SUV/G2006";"2006";83608;" RV/SUV";" 2360cc petrol engine";" automatic";16995
"ToyotaHiaceREGIUSACEACE2012";"2012";79616;" Van";" 2000cc petrol engine";" automatic";22980
"ToyotaBlade2007";"2007";87000;" Hatchback";" 2400cc petrol engine";" automatic";8975
"ToyotaVellfire~~~TRD~~~2015";"2015";14000;" Van";" 3500cc petrol engine";" automatic";77775
"ToyotaMark-XNoDepositFinance2007";"2007";88000;" Sedan";" 2490cc petrol engine";" automatic";8990
"ToyotaHiaceDX2012";"2012";79647;" Van";" 2000cc petrol engine";" automatic";22980
"ToyotaHiace3.0D9Str2010";"2010";153682;" Van";" 3000cc diesel engine";" automatic";24990
"ToyotaMarkX250G9.95%p.a*Financeoffer2007";"2007";117399;" Sedan";" 2499cc petrol engine";" automatic";11500
"ToyotaAvensisS/WXi.Was$12985now$119852007";"2007";78331;" Station Wagon";" 2000cc petrol engine";" automatic";11985
"ToyotaTownace5DoorPetrolAuto2008";"2008";101291;" Van";" 1490cc petrol engine";" automatic";10995
"ToyotaAvensisLISPORTSPACKAGE2005";"2005";76670;" Station Wagon";" 2000cc petrol engine";" automatic";10995
"ToyotaYaris1.3PHATCH35M2008";"2008";137666;" Hatchback";" 1298cc petrol engine";" manual";5995
"ToyotaIsis2004";"2004";89500;" Station Wagon";" 2000cc petrol engine";" automatic";5700
"ToyotaHilux4x43.0DT2007";"2007";263000;" Ute";" 3000cc diesel engine";" manual";26995
"ToyotaHiace***10SeaterGL***2010";"2010";134000;" Van";" 2690cc petrol engine";" automatic";30990
"ToyotaVoxy2006";"2006";114050;" Van";" 2000cc petrol engine";" automatic";7995
"ToyotaCorollaAurisFaceliftLowKms2010";"2010";31755;" Hatchback";" 1500cc petrol engine";" automatic";13450
"ToyotaWish*Was$10990Darkclothinterio...2005";"2005";65058;" Station Wagon";" 1790cc petrol engine";" automatic";7850
"ToyotaFielder*Was$11990DarkinteriorF...2007";"2007";89726;" Station Wagon";" 1490cc petrol engine";" automatic";9850
"ToyotaEstimaAeras*Was$15990Powerdoo...2006";"2006";72209;" Station Wagon";" 2360cc petrol engine";" automatic";14850
"ToyotaVanguardVANGAURDONSALENOW!2010";"2010";44986;" RV/SUV";" 2400cc petrol engine";" automatic";22979
"ToyotaLandCruiserVXLTD1994";"1994";89930;" RV/SUV";" 4470cc petrol engine";" automatic";17995
"ToyotaCamry2.4GLOWKMSMARTKEYAIRBAGS2007";"2007";65943;" Sedan";" 2360cc petrol engine";" automatic";11490
"ToyotaHiaceDXPetrol2012";"2012";73000;" Van";" 2000cc petrol engine";" automatic";24990
"ToyotaHiaceGLPetrol2009";"2009";123000;" Van";" 2000cc petrol engine";" automatic";19990
"ToyotaHiaceDXPetrol2011";"2011";105000;" Van";" 2000cc petrol engine";" automatic";22990
"ToyotaIpsum*ONLY$7985$36WEEK.Was$99...2005";"2005";92641;" Van";" 2400cc petrol engine";" automatic";7985
"ToyotaHiaceDXLONG2015";"2015";NA;" 2000cc petrol engine";" manual";NA;32997
"ToyotaHiaceDXLONG2010";"2010";116000;" Van";" 3000cc diesel engine";" automatic";27997
"ToyotaCorollaRUNXXHIDSelection2006";"2006";96974;" Hatchback";" 1500cc petrol engine";" automatic";8999
"ToyotaLandCruiserFJCruiser2015";"2015";3596;" RV/SUV";" 4000cc petrol engine";" automatic";49997
"ToyotaWishZ2004";"2004";115344;" Van";" 2000cc petrol engine";" automatic";8999
"ToyotaHiaceCoachDisability*REDUCED*.W...2005";"2005";105481;" Van";" 2000cc petrol engine";" automatic";25985
"ToyotaHiace**HighRoof**LowKm**2008";"2008";50835;" Van";" 2980cc diesel engine";" automatic";29990
"ToyotaHiaceDXDiesel2010";"2010";118000;" Van";" 3000cc diesel engine";" automatic";26990
"ToyotaBladeG2007";"2007";74281;" Hatchback";" 2400cc petrol engine";" automatic";11950
"ToyotaAurisLowKms2007";"2007";35500;" Hatchback";" 1500cc petrol engine";" automatic";10990
"ToyotaHiaceDXLWBVan2011";"2011";82150;" Van";" 2000cc petrol engine";" automatic";21950
"ToyotaVitz2006";"2006";65000;" Hatchback";" 1300cc petrol engine";" automatic";6000
"ToyotaVoxyAUTO2.0L5SEATERVAN2006";"2006";87550;" Van";" 2000cc";" automatic";9800
"ToyotaPriusNZNEW2011";"2011";41000;" Hatchback";" 1800cc petrol engine";" automatic";21500
"ToyotaKluger7Seater2.4S*REDUCED*.Was...2006";"2006";64098;" RV/SUV";" 2400cc petrol engine";" automatic";13985
"ToyotaHiace1YrNationwideWarranty2010";"2010";92523;" Van";" 2982cc diesel engine";" automatic";26670
"ToyotaPriusS2006";"2006";97671;" Hatchback";" 1500cc hybrid engine";" automatic";11997
"ToyotaCorollaFielderS/W*SPECIAL*.Was...2006";"2006";79700;" Station Wagon";" 1500cc petrol engine";" automatic";9985
"ToyotaCaldinaS/WZT*REDUCED*.Was$1398...2005";"2005";76000;" Station Wagon";" 2000cc petrol engine";" automatic";11985
"ToyotaHiace***DXLong***2010";"2010";122000;" Van";" 1990cc petrol engine";" automatic";21990
"ToyotaVitz$14,999WITHOFFER$12,9992009";"2009";58530;" Hatchback";" 1300cc petrol engine";" automatic";14999
"ToyotaBladeGLeatherPowerSeat2007";"2007";51860;" Hatchback";" 2400cc petrol engine";" automatic";10500
"ToyotaCamryGLNZNewModel2010";"2010";97000;" Sedan";" 2400cc petrol engine";" automatic";13998
"ToyotaMark-X350SV6,CAMCHAINENGINE,NI...2010";"2010";64292;" Sedan";" 3500cc petrol engine";" automatic";23990
"ToyotaCamryAtaraSX2.5SedanDemonstrator2015";"2015";8810;" Sedan";" 2494cc petrol engine";" automatic";37990
"ToyotaAqua$21,999WITHOFFER$19,9992013";"2013";13335;" Hatchback";" 1500cc petrol engine";" automatic";21999
"ToyotaCorolla$12,999WITHOFFER$10,9992007";"2007";41436;" Sedan";" 1500cc petrol engine";" automatic";12999
"ToyotaEstima2005";"2005";82071;" Van";" 2360cc petrol engine";" automatic";10995
"ToyotaLandCruiserVX2004.5TD2008";"2008";125000;" RV/SUV";" 4461cc diesel engine";" automatic";64995
